parliament,date,name,url,ayes,noes,ayes_noscotland,noes_noscotland,different
2010,17-Oct-12,Enterprise and Regulatory Reform Bill — Clause 52 — Commission for Equality and Human Rights,http://www.publicwhip.org.uk/division.php?date=2012-10-17&house=commons&number=81&display=allvotes,232,301,193,289,FALSE
2010,17-Oct-12,Enterprise and Regulatory Reform Bill — Clause 61 — Consultation of Employee Representative Before Quoted Company Changes Policy on Director Pay,http://www.publicwhip.org.uk/division.php?date=2012-10-17&house=commons&number=80&display=allvotes,221,279,183,269,FALSE
2010,17-Oct-12,Enterprise and Regulatory Reform Bill — Clause 4 — The UK Green Investment Bank — Ability to Borrow,http://www.publicwhip.org.uk/division.php?date=2012-10-17&house=commons&number=79&display=allvotes,224,287,185,278,FALSE
2010,17-Oct-12,Enterprise and Regulatory Reform Bill — New Clause 22 — UK Green Investment Bank — Duty to Support Climate Change Act Targets,http://www.publicwhip.org.uk/division.php?date=2012-10-17&house=commons&number=78&display=allvotes,222,294,184,285,FALSE
2010,17-Oct-12,Enterprise and Regulatory Reform Bill — Clause 13 — Power to Set Limit on Unfair Dismissal Compensation,http://www.publicwhip.org.uk/division.php?date=2012-10-17&house=commons&number=77&display=allvotes,225,292,186,283,FALSE
2010,17-Oct-12,Enterprise and Regulatory Reform Bill — Clause 12 — Make Settlement Agreements Inadmissible in Unfair Dismissal Cases,http://www.publicwhip.org.uk/division.php?date=2012-10-17&house=commons&number=76&display=allvotes,226,281,187,272,FALSE
2010,16-Oct-12,Enterprise and Regulatory Reform Bill — New Clause 12 — Equality Act 2010: Third Party Harassment of Employees and Applicants,http://www.publicwhip.org.uk/division.php?date=2012-10-16&house=commons&number=73&display=allvotes,316,241,305,200,FALSE
2010,16-Oct-12,Enterprise and Regulatory Reform Bill — New Clause 14 — Civil Claims In Health and Safety Cases Only On Basis of Negligence,http://www.publicwhip.org.uk/division.php?date=2012-10-16&house=commons&number=72&display=allvotes,297,217,287,182,FALSE
2010,16-Oct-12,Enterprise and Regulatory Reform Bill — Programme,http://www.publicwhip.org.uk/division.php?date=2012-10-16&house=commons&number=71&display=allvotes,275,218,264,180,FALSE
2010,15-Oct-12,Infrastructure (Financial Assistance) Bill — Clause 1 — Consideration of Clawback Conditions When Providing Financial Assistance for the Provision of Infrastructure,http://www.publicwhip.org.uk/division.php?date=2012-10-15&house=commons&number=70&display=allvotes,221,284,185,277,FALSE
2010,15-Oct-12,Infrastructure (Financial Assistance) Bill — Clause 1 — Expenditure on financial assistance for the provision of infrastructure,http://www.publicwhip.org.uk/division.php?date=2012-10-15&house=commons&number=69&display=allvotes,213,292,179,279,FALSE
2010,14-Sep-12,Motion to Sit in Private,http://www.publicwhip.org.uk/division.php?date=2012-09-14&house=commons&number=68&display=allvotes,2,60,2,58,FALSE
2010,12-Sep-12,Draft Jobseeker's Allowance (Sanctions) (Amendment) Regulations 2012 — Three Tier Sanctions for Jobseeker's Allowance,http://www.publicwhip.org.uk/division.php?date=2012-09-12&house=commons&number=67&display=allvotes,257,179,249,147,FALSE
2010,12-Sep-12,"Defamation Bill — Clause 10 — Additional Restrictions to Circumstances Where Someone Other Than The Author, Editor or Publisher of Material Can Have Defamation Action Brought Against Them",http://www.publicwhip.org.uk/division.php?date=2012-09-12&house=commons&number=66&display=allvotes,204,278,171,271,FALSE
2010,12-Sep-12,Defamation Bill — Clause 5 — Operators of Websites — Defence to Defamation Action if They Did Not Post Statement,http://www.publicwhip.org.uk/division.php?date=2012-09-12&house=commons&number=65&display=allvotes,206,278,174,271,FALSE
2010,12-Sep-12,Defamation Bill — New Clause 2 — Regulation of Payments for Legal Services In Defamation Cases,http://www.publicwhip.org.uk/division.php?date=2012-09-12&house=commons&number=64&display=allvotes,201,275,169,269,FALSE
2010,11-Sep-12,Opposition Day — Higher and Further Education — Tuition Fees,http://www.publicwhip.org.uk/division.php?date=2012-09-11&house=commons&number=63&display=allvotes,226,287,192,280,FALSE
2010,11-Sep-12,Universal Credit and Welfare Reform,http://www.publicwhip.org.uk/division.php?date=2012-09-11&house=commons&number=62&display=allvotes,232,299,192,291,FALSE
2010,10-Sep-12,European Union (Approval of Treaty Amendment Decision) Bill — New Clause 3 — Report on the impact of the European Stability Mechanism on the economic performance of the European Union,http://www.publicwhip.org.uk/division.php?date=2012-09-10&house=commons&number=61&display=allvotes,174,267,147,261,FALSE
2010,10-Sep-12,European Union (Approval of Treaty Amendment Decision) Bill — New Clause 1 — Impact of the European Stability Mechanism on the UK,http://www.publicwhip.org.uk/division.php?date=2012-09-10&house=commons&number=60&display=allvotes,181,267,150,261,FALSE
2010,07-Sep-12,Motion to Sit in Private,http://www.publicwhip.org.uk/division.php?date=2012-09-07&house=commons&number=59&display=allvotes,2,48,2,44,FALSE
2010,05-Sep-12,Opposition Day — House Building — Bankers' Bonus Tax — VAT on Work on Homes,http://www.publicwhip.org.uk/division.php?date=2012-09-05&house=commons&number=58&display=allvotes,287,216,279,185,FALSE
2010,05-Sep-12,Opposition Day — Housing,http://www.publicwhip.org.uk/division.php?date=2012-09-05&house=commons&number=57&display=allvotes,224,299,190,291,FALSE
2010,05-Sep-12,Opposition Day — Rail Fares,http://www.publicwhip.org.uk/division.php?date=2012-09-05&house=commons&number=56&display=allvotes,233,296,196,287,FALSE
2010,16-Jul-12,Opposition Day — Adult Social Care — Cost of Care,http://www.publicwhip.org.uk/division.php?date=2012-07-16&house=commons&number=55&display=allvotes,227,294,194,284,FALSE
2010,16-Jul-12,National Health Service — Health Spending and Rationing by Cost,http://www.publicwhip.org.uk/division.php?date=2012-07-16&house=commons&number=54&display=allvotes,230,305,195,294,FALSE
2010,13-Jul-12,Motion to Sit in Private,http://www.publicwhip.org.uk/division.php?date=2012-07-13&house=commons&number=53&display=allvotes,3,56,3,55,FALSE
2010,12-Jul-12,Draft European Union Budget,http://www.publicwhip.org.uk/division.php?date=2012-07-12&house=commons&number=52&display=allvotes,144,236,119,227,FALSE
2010,11-Jul-12,House of Commons to Sit on Tuesdays from 7pm until 10pm to Consider Private Members' Bills,http://www.publicwhip.org.uk/division.php?date=2012-07-11&house=commons&number=51&display=allvotes,207,231,172,221,FALSE
2010,11-Jul-12,Thursdays,http://www.publicwhip.org.uk/division.php?date=2012-07-11&house=commons&number=50&display=allvotes,282,186,239,180,FALSE
2010,11-Jul-12,Sitting Times of the House of Commons on Tuesdays,http://www.publicwhip.org.uk/division.php?date=2012-07-11&house=commons&number=49&display=allvotes,269,234,236,215,FALSE
2010,11-Jul-12,House of Commons Sitting Start Time on Tuesdays,http://www.publicwhip.org.uk/division.php?date=2012-07-11&house=commons&number=48&display=allvotes,243,258,224,225,FALSE
2010,10-Jul-12,House of Lords Reform Bill — Second Reading,http://www.publicwhip.org.uk/division.php?date=2012-07-10&house=commons&number=47&display=allvotes,464,126,413,125,FALSE
2010,06-Jul-12,Motion to Sit in Private,http://www.publicwhip.org.uk/division.php?date=2012-07-06&house=commons&number=46&display=allvotes,2,60,2,58,FALSE
2010,05-Jul-12,Joint Committee on Professional Standards in the Banking Industry,http://www.publicwhip.org.uk/division.php?date=2012-07-05&house=commons&number=45&display=allvotes,332,228,315,194,FALSE
2010,05-Jul-12,Opposition Day — Public Inquiry Into Professional Standards in the Banking Industry — Libor,http://www.publicwhip.org.uk/division.php?date=2012-07-05&house=commons&number=44&display=allvotes,241,322,202,310,FALSE
2010,04-Jul-12,Draft Education (Amendment of the Curriculum Requirements for Fourth Key Stage) (England) Order 2012 — Remove Work-Related Learning from Curriculum,http://www.publicwhip.org.uk/division.php?date=2012-07-04&house=commons&number=43&display=allvotes,317,199,307,173,FALSE
2010,04-Jul-12,Police and Crime Commissioners — Election Rules,http://www.publicwhip.org.uk/division.php?date=2012-07-04&house=commons&number=42&display=allvotes,304,209,294,183,FALSE
2010,03-Jul-12,Finance Bill 2012 — Third Reading,http://www.publicwhip.org.uk/division.php?date=2012-07-03&house=commons&number=41&display=allvotes,310,234,302,200,FALSE
2010,03-Jul-12,Finance Bill — New Clause 13 — Report on Bankers' Bonus Tax,http://www.publicwhip.org.uk/division.php?date=2012-07-03&house=commons&number=40&display=allvotes,243,316,207,309,FALSE
2010,03-Jul-12,Finance Bill — New Schedule 1 — Transitory Arrangements — VAT on Alterations To Certain Listed Buildings,http://www.publicwhip.org.uk/division.php?date=2012-07-03&house=commons&number=39&display=allvotes,313,232,305,203,FALSE
2010,03-Jul-12,Finance Bill — New Clause 12 — Rate of VAT,http://www.publicwhip.org.uk/division.php?date=2012-07-03&house=commons&number=38&display=allvotes,242,309,207,301,FALSE
2010,02-Jul-12,Finance Bill — Clause 8 — Recovery of Child Benefit from Those With Income Over Fifty Thousand Pounds Per Year,http://www.publicwhip.org.uk/division.php?date=2012-07-02&house=commons&number=37&display=allvotes,236,302,201,292,FALSE
2010,02-Jul-12,Finance Bill — Clause 4 — Phasing Out of Additional Tax Free Income Tax Allowance for Those Aged 65 or over,http://www.publicwhip.org.uk/division.php?date=2012-07-02&house=commons&number=36&display=allvotes,238,314,202,305,FALSE
2010,02-Jul-12,Finance Bill — Clause 1 — Additional Rate of Income Tax,http://www.publicwhip.org.uk/division.php?date=2012-07-02&house=commons&number=35&display=allvotes,235,317,199,307,FALSE
2010,27-Jun-12,"European Union Review of UK Economic Policy — Government approach to deficit reduction, growth and EU sanctions",http://www.publicwhip.org.uk/division.php?date=2012-06-27&house=commons&number=30&display=allvotes,285,203,275,170,FALSE
2010,27-Jun-12,Draft Sexual Offences Act 2003 (Remedial) Order 2012 — Mechinism For Review of Indefinite Notification Requirements,http://www.publicwhip.org.uk/division.php?date=2012-06-27&house=commons&number=29&display=allvotes,290,197,280,169,FALSE
2010,27-Jun-12,Draft Sexual Offences Act 2003 (Notification Requirements) (England and Wales) Regulations 2012 — Strengthening Police Notification Requirements,http://www.publicwhip.org.uk/division.php?date=2012-06-27&house=commons&number=28&display=allvotes,478,9,440,9,FALSE
2010,27-Jun-12,Electoral Registration and Administration Bill — Third Reading — Individual voter registration etc.,http://www.publicwhip.org.uk/division.php?date=2012-06-27&house=commons&number=34&display=allvotes,286,206,276,174,FALSE
2010,27-Jun-12,Electoral Registration and Administration Bill — Wait for Successful Data Matching Pilots,http://www.publicwhip.org.uk/division.php?date=2012-06-27&house=commons&number=33&display=allvotes,206,295,174,284,FALSE
2010,27-Jun-12,Electoral Registration and Administration Bill — New Clause 4 — Voters in queue outside polling station at poll closing time,http://www.publicwhip.org.uk/division.php?date=2012-06-27&house=commons&number=32&display=allvotes,213,286,181,275,FALSE
2010,27-Jun-12,Electoral Registration and Administration Bill — Schedule 4 — Duties of Electoral Registration Officers,http://www.publicwhip.org.uk/division.php?date=2012-06-27&house=commons&number=31&display=allvotes,190,268,160,262,FALSE
2010,26-Jun-12,Opposition Day — Defence Reform — Military Covenant — Strategic Defence and Security Review Assumptions,http://www.publicwhip.org.uk/division.php?date=2012-06-26&house=commons&number=27&display=allvotes,212,296,178,287,FALSE
2010,26-Jun-12,Opposition Day — Secondary Education,http://www.publicwhip.org.uk/division.php?date=2012-06-26&house=commons&number=26&display=allvotes,300,219,291,192,FALSE
2010,26-Jun-12,Opposition Day — Approval of Secondary Education Policies by MPs in the House of Commons,http://www.publicwhip.org.uk/division.php?date=2012-06-26&house=commons&number=25&display=allvotes,224,300,194,291,FALSE
2010,25-Jun-12,Electoral Registration and Administration — Schedule 5 — Eligibility for Absentee Ballot,http://www.publicwhip.org.uk/division.php?date=2012-06-25&house=commons&number=24&display=allvotes,207,277,180,267,FALSE
2010,25-Jun-12,Electoral Registration and Administration Bill — Schedule 5 — Removal of Entries from the Register of Electors,http://www.publicwhip.org.uk/division.php?date=2012-06-25&house=commons&number=23&display=allvotes,208,278,181,268,FALSE
2010,20-Jun-12,Draft Community Right to Challenge (Fire and Rescue Authorities and Rejection of Expressions of Interest) (England) Regulations 2012,http://www.publicwhip.org.uk/division.php?date=2012-06-20&house=commons&number=19&display=allvotes,282,196,273,164,FALSE
2010,20-Jun-12,Opposition Day — Regional Pay in the Public Sector,http://www.publicwhip.org.uk/division.php?date=2012-06-20&house=commons&number=22&display=allvotes,288,234,282,197,FALSE
2010,20-Jun-12,Opposition Day — Public Sector Pay Negotiation.,http://www.publicwhip.org.uk/division.php?date=2012-06-20&house=commons&number=21&display=allvotes,228,288,196,282,FALSE
2010,20-Jun-12,Opposition Day — Disability Benefits and Social Care,http://www.publicwhip.org.uk/division.php?date=2012-06-20&house=commons&number=20&display=allvotes,238,299,200,293,FALSE
2010,18-Jun-12,Electoral Registration and Administration Bill — Clause 4 — Universities etc. to Provide Student Lists and Students to Be Written to With Individual Voter Registration Forms,http://www.publicwhip.org.uk/division.php?date=2012-06-18&house=commons&number=18&display=allvotes,211,293,174,284,FALSE
2010,18-Jun-12,Electoral Registration and Administration Bill — Clause 4 — Annual Electoral Registration Canvass To Take Place in October,http://www.publicwhip.org.uk/division.php?date=2012-06-18&house=commons&number=17&display=allvotes,213,289,176,280,FALSE
2010,18-Jun-12,Electoral Registration and Administration Bill — Clause 1 — Individual Voter Registration — Ministerial Guidance,http://www.publicwhip.org.uk/division.php?date=2012-06-18&house=commons&number=16&display=allvotes,211,293,180,284,FALSE
2010,13-Jun-12,Investigation Into If Jeremy Hunt MP Breached the Ministerial Code,http://www.publicwhip.org.uk/division.php?date=2012-06-13&house=commons&number=15&display=allvotes,254,291,213,290,FALSE
2010,11-Jun-12,Enterprise and Regulatory Reform Bill — Programme,http://www.publicwhip.org.uk/division.php?date=2012-06-11&house=commons&number=14&display=allvotes,303,215,294,185,FALSE
2010,11-Jun-12,Enterprise and Regulatory Reform Bill — Decline Second Reading,http://www.publicwhip.org.uk/division.php?date=2012-06-11&house=commons&number=13&display=allvotes,218,302,188,293,FALSE
2010,23-May-12,Electoral Registration and Administration Bill — Second Reading,http://www.publicwhip.org.uk/division.php?date=2012-05-23&house=commons&number=12&display=allvotes,285,221,279,186,FALSE
2010,23-May-12,Electoral Registration and Administration Bill — Individual Electoral Registration — Decline Second Reading,http://www.publicwhip.org.uk/division.php?date=2012-05-23&house=commons&number=11&display=allvotes,225,285,189,279,FALSE
2010,22-May-12,"Financial Services Bill — Clause 47 — Power for Treasury to Change Law on Mutual Societies by Order To Promote Such Societies, Collect Statistics on Them and Diversify the Financial Sector",http://www.publicwhip.org.uk/division.php?date=2012-05-22&house=commons&number=10&display=allvotes,220,273,181,265,FALSE
2010,22-May-12,Financial Services Bill — Clause 22 — Financial Conduct Authority — Power to Set Rules on Setting Remuneration,http://www.publicwhip.org.uk/division.php?date=2012-05-22&house=commons&number=9&display=allvotes,227,287,187,277,FALSE
2010,22-May-12,Financial Services Bill — Clause 22 — Powers of Financial Conduct Authority — Credit Offered on Terms Causing Consumer Detriment,http://www.publicwhip.org.uk/division.php?date=2012-05-22&house=commons&number=8&display=allvotes,227,268,187,259,FALSE
2010,21-May-12,Local Government Finance Bill — Third Reading,http://www.publicwhip.org.uk/division.php?date=2012-05-21&house=commons&number=7&display=allvotes,278,206,267,174,FALSE
2010,21-May-12,Local Government Finance Bill — New Clause 6 — Determination of Central vs Local Share of Business Rates,http://www.publicwhip.org.uk/division.php?date=2012-05-21&house=commons&number=6&display=allvotes,204,277,173,266,FALSE
2010,21-May-12,Local Government Finance Bill — New Clause 5 — Report on Effects of Changes to Council Tax support,http://www.publicwhip.org.uk/division.php?date=2012-05-21&house=commons&number=5&display=allvotes,203,273,173,262,FALSE
2010,17-May-12,Queen's Speech — Note of Thanks,http://www.publicwhip.org.uk/division.php?date=2012-05-17&house=commons&number=4&display=allvotes,312,214,304,175,FALSE
2010,17-May-12,Queens' Speech — Jobs — Banker's Bonus Tax — VAT Cut — Tax Incentive to Take on Workers — Sooner Infrastructure Investment,http://www.publicwhip.org.uk/division.php?date=2012-05-17&house=commons&number=3&display=allvotes,215,313,176,305,FALSE
2010,17-May-12,Queens' Speech — Tax on Bank Bonuses — Jobs Guarantee — VAT Reduction — Make Investment Sooner,http://www.publicwhip.org.uk/division.php?date=2012-05-17&house=commons&number=2&display=allvotes,215,314,176,306,FALSE
2010,16-May-12,Queens' Speech — Cost of Living — Public Transport Fares — VAT on Fuel,http://www.publicwhip.org.uk/division.php?date=2012-05-16&house=commons&number=1&display=allvotes,252,321,212,311,FALSE
2010,30-Apr-12,Sunday Trading (London Olympic Games and Paralympic Games) Bill — Third Reading,http://www.publicwhip.org.uk/division.php?date=2012-04-30&house=commons&number=544&display=allvotes,274,127,268,119,FALSE
2010,30-Apr-12,Sunday Trading (London Olympic Games and Paralympic Games) Bill — Second Reading,http://www.publicwhip.org.uk/division.php?date=2012-04-30&house=commons&number=543&display=allvotes,275,133,269,125,FALSE
2010,30-Apr-12,Sunday Trading (London Olympic Games and Paralympic Games) Bill — Programme,http://www.publicwhip.org.uk/division.php?date=2012-04-30&house=commons&number=542&display=allvotes,283,114,278,108,FALSE
2010,25-Apr-12,Civil Aviation Bill — Clause 84 — Requirement for Civil Aviation Authority to Publish Information on Greenhouse Gas Emissions,http://www.publicwhip.org.uk/division.php?date=2012-04-25&house=commons&number=541&display=allvotes,205,275,176,266,FALSE
2010,25-Apr-12,Civil Aviation Bill — Clause 18 — Airport Operator Licence Holders — Passenger Welfare Plans,http://www.publicwhip.org.uk/division.php?date=2012-04-25&house=commons&number=540&display=allvotes,206,276,177,266,FALSE
2010,25-Apr-12,Civil Aviation Bill — Clause 1 — Civil Aviation Authority — Greenhouse Gas Emission Reduction Duty,http://www.publicwhip.org.uk/division.php?date=2012-04-25&house=commons&number=539&display=allvotes,207,271,178,262,FALSE
2010,24-Apr-12,European Union — Data Protection in the Areas of Police and Criminal Justice (EU Directive),http://www.publicwhip.org.uk/division.php?date=2012-04-24&house=commons&number=538&display=allvotes,269,26,260,26,FALSE
2010,24-Apr-12,Government Assessment of Medium Term Economic and Budgetary Position for Submission to the European Commission,http://www.publicwhip.org.uk/division.php?date=2012-04-24&house=commons&number=537&display=allvotes,283,230,273,199,FALSE
2010,24-Apr-12,"Legal Aid, Sentencing and Punishment of Offenders Bill — Evidence to Show Legal Aid Eligibility — Domestic Abuse — Child Abuse",http://www.publicwhip.org.uk/division.php?date=2012-04-24&house=commons&number=536&display=allvotes,300,229,289,201,FALSE
2010,24-Apr-12,"Legal Aid, Sentencing and Punishment of Offenders Bill — Clause 1 — Duty for Lord Chancellor to Consider Needs of Legal Aid Applicants",http://www.publicwhip.org.uk/division.php?date=2012-04-24&house=commons&number=535&display=allvotes,302,224,292,196,FALSE
2010,23-Apr-12,Financial Services Bill — Clause 5 — New Regulators for Financial Service and Insurance Industries,http://www.publicwhip.org.uk/division.php?date=2012-04-23&house=commons&number=533&display=allvotes,207,303,177,290,FALSE
2010,23-Apr-12,Financial Services Bill — Clause 3 — Bank of England's Financial Policy Committee — To Have Regard To Government Policy and Objectives,http://www.publicwhip.org.uk/division.php?date=2012-04-23&house=commons&number=532&display=allvotes,218,292,184,283,FALSE
2010,23-Apr-12,Financial Services Bill — New Clause 10 — Mortgage Rate Forewarning,http://www.publicwhip.org.uk/division.php?date=2012-04-23&house=commons&number=531&display=allvotes,217,290,183,281,FALSE
2010,23-Apr-12,Financial Services Bill — Programme,http://www.publicwhip.org.uk/division.php?date=2012-04-23&house=commons&number=530&display=allvotes,279,185,271,157,FALSE
2010,19-Apr-12,Finance Bill — Clause 8 and Schedule 1 — Child Benefit Recovery from those with an income of over £50K,http://www.publicwhip.org.uk/division.php?date=2012-04-19&house=commons&number=529&display=allvotes,285,233,280,193,FALSE
2010,19-Apr-12,Finance Bill 2012 — Schedule 1 — Income Threshold for Recovery of Child Benefit,http://www.publicwhip.org.uk/division.php?date=2012-04-19&house=commons&number=528&display=allvotes,242,285,201,279,FALSE
2010,19-Apr-12,Finance Bill — Clause 8 — Study Of Impact of Child Benefit Proposals on Single Earner Families,http://www.publicwhip.org.uk/division.php?date=2012-04-19&house=commons&number=527&display=allvotes,236,295,195,289,FALSE
2010,19-Apr-12,Finance Bill — Clause 4 — Phasing Out of Additional Tax Free Income Tax Allowance for Those Aged 65 or over,http://www.publicwhip.org.uk/division.php?date=2012-04-19&house=commons&number=526&display=allvotes,301,232,293,191,FALSE
2010,19-Apr-12,Finance Bill — Clause 4 — Phasing Out of Additional Tax Free Income Tax Allowance for Those Aged 65 or over,http://www.publicwhip.org.uk/division.php?date=2012-04-19&house=commons&number=525&display=allvotes,233,300,192,292,FALSE
2010,18-Apr-12,Finance Bill — Schedule 23 — Air Passenger Duty,http://www.publicwhip.org.uk/division.php?date=2012-04-18&house=commons&number=524&display=allvotes,11,314,5,305,FALSE
2010,18-Apr-12,Finance Bill — New Clause 7 — VAT: Protected Buildings,http://www.publicwhip.org.uk/division.php?date=2012-04-18&house=commons&number=523&display=allvotes,260,295,218,286,FALSE
2010,18-Apr-12,Finance Bill — New Clause 6 — Extending VAT to Static Holiday Caravans,http://www.publicwhip.org.uk/division.php?date=2012-04-18&house=commons&number=522&display=allvotes,264,289,222,281,FALSE
2010,18-Apr-12,Finance Bill — New Clause 5 — VAT on Hot Baked Goods — (Pasty Tax),http://www.publicwhip.org.uk/division.php?date=2012-04-18&house=commons&number=521&display=allvotes,262,297,220,288,FALSE
2010,18-Apr-12,Finance Bill 2012 — New Clause 3 — Report on Impact of Changes to VAT,http://www.publicwhip.org.uk/division.php?date=2012-04-18&house=commons&number=520&display=allvotes,248,314,206,305,FALSE
2010,18-Apr-12,Finance Bill — Clause 209 — Tax on Bankers' Bonuses,http://www.publicwhip.org.uk/division.php?date=2012-04-18&house=commons&number=519&display=allvotes,253,324,210,315,FALSE
2010,18-Apr-12,Finance Bill — Clause 1 — Report on Additional Rate of Income Tax,http://www.publicwhip.org.uk/division.php?date=2012-04-18&house=commons&number=518&display=allvotes,256,323,213,315,FALSE
2010,18-Apr-12,Finance Bill — Clause 1 — Additional Rate of Income Tax,http://www.publicwhip.org.uk/division.php?date=2012-04-18&house=commons&number=517&display=allvotes,258,325,215,317,FALSE
2010,17-Apr-12,"Legal Aid, Sentencing & Punishment of Offenders Bill — Exception in Industrial Disease Cases From Ban on Costs Awards Covering No Win No Fee Success Fees and Insurance Premiums",http://www.publicwhip.org.uk/division.php?date=2012-04-17&house=commons&number=516&display=allvotes,299,254,291,217,FALSE
2010,17-Apr-12,"Legal Aid, Sentencing & Punishment of Offenders Bill — Lords amendments — Exceptions in respiratory (industrial disease or illness) cases",http://www.publicwhip.org.uk/division.php?date=2012-04-17&house=commons&number=515&display=allvotes,294,258,286,222,FALSE
2010,17-Apr-12,"Legal Aid, Sentencing & Punishment of Offenders Bill — Legal Aid for children",http://www.publicwhip.org.uk/division.php?date=2012-04-17&house=commons&number=514&display=allvotes,296,252,288,215,FALSE
2010,17-Apr-12,"Legal Aid, Sentencing & Punishment of Offenders Bill — Legal Aid for Social Welfare Law",http://www.publicwhip.org.uk/division.php?date=2012-04-17&house=commons&number=513&display=allvotes,290,248,283,211,FALSE
2010,17-Apr-12,"Legal Aid, Sentencing & Punishment of Offenders Bill — Civil Legal Aid For Domestic Abuse Victims",http://www.publicwhip.org.uk/division.php?date=2012-04-17&house=commons&number=512&display=allvotes,304,245,296,208,FALSE
2010,17-Apr-12,"Legal Aid, Sentencing & Punishment of Offenders Bill — Preserving Face-to-Face Initial Legal Aid Advice",http://www.publicwhip.org.uk/division.php?date=2012-04-17&house=commons&number=511&display=allvotes,302,250,293,214,FALSE
2010,17-Apr-12,"Legal Aid, Sentencing & Punishment of Offenders Bill — Ensure Individuals Have Access to Legal Services They Need",http://www.publicwhip.org.uk/division.php?date=2012-04-17&house=commons&number=510&display=allvotes,302,253,292,216,FALSE
2010,17-Apr-12,"Legal Aid, sentencing and Punishment of Offenders Bill — Programme motion",http://www.publicwhip.org.uk/division.php?date=2012-04-17&house=commons&number=509&display=allvotes,301,245,292,206,FALSE
2010,16-Apr-12,Finance Bill (carry over),http://www.publicwhip.org.uk/division.php?date=2012-04-16&house=commons&number=508&display=allvotes,321,243,311,203,FALSE
2010,16-Apr-12,Finance Bill — Second Reading,http://www.publicwhip.org.uk/division.php?date=2012-04-16&house=commons&number=507&display=allvotes,321,247,311,207,FALSE
2010,26-Mar-12,"Reduction in Income Tax Rate Applying to Income Over £150,000",http://www.publicwhip.org.uk/division.php?date=2012-03-26&house=commons&number=506&display=allvotes,321,24,311,18,FALSE
2010,26-Mar-12,Budget Resolutions — Air Passenger Duty Rates from 1 April 2012,http://www.publicwhip.org.uk/division.php?date=2012-03-26&house=commons&number=505&display=allvotes,325,15,314,9,FALSE
2010,26-Mar-12,Budget Resolution — Recovery of Child Benefit from Those with High Incomes,http://www.publicwhip.org.uk/division.php?date=2012-03-26&house=commons&number=504&display=allvotes,320,246,309,206,FALSE
2010,26-Mar-12,March 2012 Budget,http://www.publicwhip.org.uk/division.php?date=2012-03-26&house=commons&number=503&display=allvotes,328,245,317,204,FALSE
2010,20-Mar-12,Health and Social Care Bill — Lords Amendments — Access to NICE Approved Drugs — Improved Clarity,http://www.publicwhip.org.uk/division.php?date=2012-03-20&house=commons&number=502&display=allvotes,326,238,317,201,FALSE
2010,20-Mar-12,Health and Social Care Bill — Regulatory Approval of Activities by NHS Foundation Trusts Not Related to Healthcare,http://www.publicwhip.org.uk/division.php?date=2012-03-20&house=commons&number=501&display=allvotes,237,315,199,308,FALSE
2010,20-Mar-12,Health and Social Care Bill — Clinical Commissioning Group Members' Interests — Eligibility to Partipate in Decision Making,http://www.publicwhip.org.uk/division.php?date=2012-03-20&house=commons&number=500&display=allvotes,235,315,198,305,FALSE
2010,20-Mar-12,Health and Social Care Bill (Programme) (No. 4),http://www.publicwhip.org.uk/division.php?date=2012-03-20&house=commons&number=499&display=allvotes,318,248,309,204,FALSE
2010,20-Mar-12,Health and Social Care Bill — Defer Consideration Until Publication of NHS Transitional Risk Register,http://www.publicwhip.org.uk/division.php?date=2012-03-20&house=commons&number=498&display=allvotes,330,248,320,204,FALSE
2010,19-Mar-12,Protection of Freedoms Bill — Clause 64 — Level of Supervision of Volunteers Working With Children for Exemption from Barring Regulations,http://www.publicwhip.org.uk/division.php?date=2012-03-19&house=commons&number=497&display=allvotes,209,302,177,293,FALSE
2010,19-Mar-12,Protection of Freedoms Bill — Stalking,http://www.publicwhip.org.uk/division.php?date=2012-03-19&house=commons&number=496&display=allvotes,202,288,174,279,FALSE
2010,19-Mar-12,Draft Employment Tribunals Act 1996 (Tribunal Composition) Order 2012 — Lone Judge to Hear Cases of Unfair Dismissal,http://www.publicwhip.org.uk/division.php?date=2012-03-19&house=commons&number=495&display=allvotes,295,204,287,177,FALSE
2010,19-Mar-12,Draft Unfair Dismissal and Statement of Reasons for Dismissal (Variation of Qualifying Period) Order 2012 — Period Working Before Eligible to Claim for Unfair Dismissal,http://www.publicwhip.org.uk/division.php?date=2012-03-19&house=commons&number=494&display=allvotes,292,202,285,175,FALSE
2010,14-Mar-12,Water Industry (Financial Assistance) Bill — New Clause 1 — Minimum Standards for Water Company Social Tariffs,http://www.publicwhip.org.uk/division.php?date=2012-03-14&house=commons&number=493&display=allvotes,228,299,195,290,FALSE
2010,14-Mar-12,Water Industry (Financial Assistance) Bill — Clause 2 — Risk Managment Framework — Providing Financial Assistance for Water Infrastructure,http://www.publicwhip.org.uk/division.php?date=2012-03-14&house=commons&number=492&display=allvotes,224,302,191,293,FALSE
2010,14-Mar-12,Water Industry (Financial Assistance) Bill — Clause 1 — Financial Assistance to Reduce Charges,http://www.publicwhip.org.uk/division.php?date=2012-03-14&house=commons&number=491&display=allvotes,202,265,170,258,FALSE
2010,13-Mar-12,The Tax Credits Up-rating Regulations 2012,http://www.publicwhip.org.uk/division.php?date=2012-03-13&house=commons&number=490&display=allvotes,240,69,232,62,FALSE
